Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
16-41-02.567,17063, -0.233, 0.700, -1.133, 78.06, 73.33, -417.57, -37.017, 3.767, -34.225, 134.99, -4.98, -14.22, 0.384, 0.914, -0.131, -0.008
16-41-02.571,17068, -0.236, 0.454, -0.851, -16.12, 102.81, -393.22, -37.017, 3.767, -34.225, 134.81, -3.92, -12.46, 0.385, 0.916, -0.113, -0.010
16-41-02.575,17073, -0.214, 0.135, -0.701, -107.24, 117.15, -362.76, -37.017, 3.767, -34.225, 134.23, -3.00, -10.78, 0.389, 0.916, -0.097, -0.013
16-41-02.581,17078, -0.277, -0.179, -0.533, -184.82, 126.68, -335.48, -37.017, 3.767, -34.225, 133.31, -2.17, -9.16, 0.396, 0.914, -0.081, -0.014
16-41-02.587,17083, -0.539, -0.589, 0.147, -246.22, 142.36, -325.59, -37.017, 3.767, -34.225, 132.07, -1.39, -7.53, 0.406, 0.911, -0.065, -0.016
16-41-02.591,17088, -0.655, -0.417, 0.460, -301.21, 149.26, -352.33, -37.017, 3.767, -34.225, 130.52, -0.49, -5.81, 0.418, 0.907, -0.048, -0.017
16-41-02.595,17093, -0.757, 0.144, 0.612, -333.68, 132.78, -412.81, -37.017, 3.767, -34.225, 128.80, 0.76, -3.98, 0.432, 0.901, -0.028, -0.021
16-41-02.601,17098, -0.884, 0.449, 0.603, -342.90, 97.62, -472.44, -37.017, 3.767, -34.225, 127.06, 2.40, -2.15, 0.445, 0.895, -0.007, -0.027
16-41-02.605,17103, -1.013, 0.512, 0.358, -343.33, 50.44, -512.42, -37.017, 3.767, -34.225, 125.40, 4.41, -0.43, 0.458, 0.888, 0.014, -0.036
16-41-02.611,17108, -1.118, 0.431, 0.047, -354.44, -0.09, -540.31, -37.017, 3.767, -34.225, 123.75, 6.73, 1.11, 0.471, 0.880, 0.036, -0.047
16-41-02.615,17113, -1.168, 0.524, -0.186, -365.54, -40.50, -566.25, -37.017, 3.767, -34.225, 122.10, 9.30, 2.49, 0.484, 0.871, 0.058, -0.060
16-41-02.621,17118, -1.148, 0.647, -0.336, -366.76, -59.73, -591.83, -37.017, 3.767, -34.225, 120.50, 12.06, 3.79, 0.496, 0.861, 0.081, -0.075
16-41-02.625,17123, -1.112, 1.065, -0.373, -382.45, -50.14, -611.72, -37.017, 3.767, -34.225, 118.89, 14.89, 5.12, 0.509, 0.850, 0.104, -0.089
16-41-02.631,17128, -1.086, 1.685, 0.062, -392.28, -8.46, -617.10, -37.017, 3.767, -34.225, 117.30, 17.66, 6.59, 0.521, 0.838, 0.128, -0.101
16-41-02.637,17133, -1.163, 2.005, 0.817, -406.13, 45.50, -595.79, -37.017, 3.767, -34.225, 115.72, 20.25, 8.18, 0.533, 0.825, 0.153, -0.111
16-41-02.641,17138, -1.080, 1.736, 1.154, -430.06, 72.60, -534.21, -37.017, 3.767, -34.225, 114.05, 22.55, 9.71, 0.546, 0.811, 0.176, -0.118
16-41-02.647,17143, -1.216, 1.325, 1.361, -447.33, 60.64, -470.61, -37.017, 3.767, -34.225, 112.25, 24.63, 10.99, 0.559, 0.796, 0.196, -0.124
16-41-02.651,17148, -1.284, 1.232, 1.551, -465.64, 27.49, -442.11, -37.017, 3.767, -34.225, 110.28, 26.68, 11.98, 0.573, 0.780, 0.214, -0.130
16-41-02.657,17153, -1.276, 1.538, 1.655, -476.32, -18.77, -445.34, -37.017, 3.767, -34.225, 108.14, 28.84, 12.67, 0.587, 0.763, 0.232, -0.138
16-41-02.661,17158, -1.238, 1.834, 1.644, -486.94, -70.47, -456.57, -37.017, 3.767, -34.225, 105.80, 31.14, 13.00, 0.602, 0.745, 0.248, -0.147
16-41-02.667,17163, -1.259, 1.914, 1.564, -512.15, -113.99, -454.80, -37.017, 3.767, -34.225, 103.16, 33.49, 12.97, 0.617, 0.725, 0.263, -0.157
16-41-02.671,17168, -1.300, 1.761, 1.414, -551.64, -143.89, -438.26, -37.017, 3.767, -34.225, 100.14, 35.79, 12.61, 0.633, 0.704, 0.276, -0.167
16-41-02.680,17173, -1.274, 1.451, 1.253, -598.76, -163.48, -419.40, -37.017, 3.767, -34.225, 96.69, 37.99, 11.93, 0.650, 0.680, 0.289, -0.177
16-41-02.682,17178, -1.268, 1.276, 1.174, -642.34, -175.63, -409.88, -37.017, 3.767, -34.225, 92.83, 40.12, 10.97, 0.668, 0.655, 0.300, -0.185
16-41-02.685,17183, -1.250, 1.320, 1.119, -660.28, -183.63, -413.85, -37.017, 3.767, -34.225, 88.67, 42.20, 9.74, 0.686, 0.628, 0.312, -0.194
16-41-02.692,17188, -1.256, 1.470, 1.047, -651.01, -193.76, -425.93, -37.017, 3.767, -34.225, 84.33, 44.26, 8.20, 0.703, 0.600, 0.323, -0.203
16-41-02.696,17193, -1.250, 1.624, 0.923, -625.49, -210.79, -433.93, -37.017, 3.767, -34.225, 79.80, 46.24, 6.26, 0.718, 0.573, 0.333, -0.213
16-41-02.701,17198, -1.215, 1.633, 0.725, -594.79, -233.25, -428.44, -37.017, 3.767, -34.225, 75.08, 48.05, 3.89, 0.732, 0.545, 0.342, -0.223
16-41-02.705,17203, -1.138, 1.518, 0.573, -562.57, -250.95, -409.82, -37.017, 3.767, -34.225, 70.19, 49.61, 1.14, 0.745, 0.518, 0.348, -0.234
16-41-02.711,17208, -1.123, 1.414, 0.534, -525.09, -252.17, -389.37, -37.017, 3.767, -34.225, 65.29, 50.91, -1.84, 0.757, 0.493, 0.354, -0.244
16-41-02.715,17213, -1.122, 1.334, 0.676, -488.22, -236.30, -375.27, -37.017, 3.767, -34.225, 60.45, 52.01, -4.89, 0.766, 0.468, 0.359, -0.254
16-41-02.721,17218, -1.147, 1.267, 0.917, -457.59, -215.67, -366.55, -37.017, 3.767, -34.225, 55.71, 52.97, -7.99, 0.775, 0.445, 0.364, -0.263
16-41-02.725,17223, -1.200, 1.255, 1.045, -431.83, -204.38, -360.02, -37.017, 3.767, -34.225, 51.00, 53.77, -11.17, 0.782, 0.422, 0.369, -0.272
16-41-02.731,17228, -1.164, 1.267, 1.160, -412.91, -205.23, -353.79, -37.017, 3.767, -34.225, 46.26, 54.38, -14.47, 0.789, 0.400, 0.373, -0.281
16-41-02.735,17233, -1.157, 1.292, 1.274, -402.47, -211.09, -347.26, -37.017, 3.767, -34.225, 41.46, 54.78, -17.89, 0.795, 0.377, 0.376, -0.290
16-41-02.741,17238, -1.133, 1.260, 1.426, -395.57, -216.34, -337.68, -37.017, 3.767, -34.225, 36.66, 54.97, -21.34, 0.801, 0.355, 0.379, -0.299
16-41-02.745,17243, -1.175, 1.200, 1.618, -387.09, -219.45, -324.86, -37.017, 3.767, -34.225, 31.94, 54.93, -24.75, 0.806, 0.333, 0.381, -0.307
16-41-02.751,17248, -1.189, 1.102, 1.822, -384.77, -224.95, -312.96, -37.017, 3.767, -34.225, 27.31, 54.68, -28.07, 0.811, 0.312, 0.382, -0.314
16-41-02.755,17253, -1.258, 1.003, 2.132, -389.90, -236.91, -304.05, -37.017, 3.767, -34.225, 22.74, 54.20, -31.29, 0.816, 0.289, 0.383, -0.322
16-41-02.761,17258, -1.307, 1.058, 2.369, -401.01, -262.12, -299.59, -37.017, 3.767, -34.225, 18.20, 53.45, -34.44, 0.821, 0.266, 0.382, -0.329
16-41-02.765,17263, -1.332, 1.117, 2.340, -431.28, -304.66, -300.69, -37.017, 3.767, -34.225, 13.61, 52.36, -37.50, 0.827, 0.241, 0.381, -0.336
16-41-02.771,17268, -1.266, 1.374, 1.914, -466.37, -356.84, -303.74, -37.017, 3.767, -34.225, 9.02, 50.87, -40.41, 0.833, 0.215, 0.377, -0.343
16-41-02.775,17273, -1.426, 1.470, 1.656, -487.37, -400.42, -302.15, -37.017, 3.767, -34.225, 4.60, 49.04, -43.05, 0.840, 0.186, 0.372, -0.349
16-41-02.781,17278, -1.401, 1.529, 1.399, -501.59, -427.03, -293.49, -37.017, 3.767, -34.225, 0.45, 46.97, -45.31, 0.846, 0.157, 0.366, -0.355
16-41-02.785,17283, -1.345, 1.540, 1.210, -520.57, -444.55, -281.16, -37.017, 3.767, -34.225, -3.44, 44.72, -47.17, 0.852, 0.127, 0.360, -0.359
16-41-02.791,17288, -1.236, 1.614, 1.062, -541.94, -454.93, -269.99, -37.017, 3.767, -34.225, -7.12, 42.34, -48.66, 0.857, 0.096, 0.352, -0.363
16-41-02.795,17293, -1.187, 1.579, 0.981, -563.54, -450.84, -257.23, -37.017, 3.767, -34.225, -10.63, 39.94, -49.81, 0.862, 0.064, 0.345, -0.365
16-41-02.801,17298, -1.071, 1.518, 1.084, -584.97, -432.53, -239.29, -37.017, 3.767, -34.225, -14.02, 37.59, -50.65, 0.866, 0.032, 0.338, -0.366
16-41-02.805,17303, -1.065, 1.399, 1.319, -596.99, -408.11, -219.33, -37.017, 3.767, -34.225, -17.27, 35.35, -51.22, 0.869, 0.001, 0.333, -0.366
16-41-02.811,17308, -1.059, 1.319, 1.468, -605.17, -389.50, -203.03, -37.017, 3.767, -34.225, -20.43, 33.20, -51.56, 0.871, -0.031, 0.327, -0.365
16-41-02.815,17313, -1.063, 1.387, 1.531, -613.59, -387.42, -194.43, -37.017, 3.767, -34.225, -23.50, 31.06, -51.72, 0.873, -0.062, 0.321, -0.362
16-41-02.821,17318, -0.969, 1.584, 1.454, -617.13, -407.20, -191.31, -37.017, 3.767, -34.225, -26.49, 28.83, -51.67, 0.873, -0.094, 0.315, -0.360
16-41-02.825,17323, -0.886, 1.946, 1.285, -611.09, -441.01, -186.07, -37.017, 3.767, -34.225, -29.32, 26.48, -51.39, 0.874, -0.126, 0.306, -0.356
16-41-02.831,17328, -0.866, 2.219, 1.136, -592.53, -473.36, -169.16, -37.017, 3.767, -34.225, -31.95, 24.05, -50.81, 0.874, -0.157, 0.296, -0.352
16-41-02.835,17333, -0.913, 2.375, 0.987, -565.13, -499.42, -129.67, -37.017, 3.767, -34.225, -34.33, 21.64, -49.88, 0.874, -0.187, 0.285, -0.345
16-41-02.841,17338, -0.953, 2.466, 0.779, -531.80, -528.54, -68.69, -37.017, 3.767, -34.225, -36.42, 19.34, -48.51, 0.875, -0.215, 0.272, -0.337
16-41-02.847,17343, -0.957, 2.397, 0.510, -494.15, -566.13, 1.56, -37.017, 3.767, -34.225, -38.23, 17.14, -46.67, 0.877, -0.242, 0.258, -0.325
16-41-02.851,17348, -1.009, 2.291, 0.223, -449.35, -603.98, 72.66, -37.017, 3.767, -34.225, -39.77, 15.08, -44.37, 0.880, -0.266, 0.242, -0.311
16-41-02.855,17353, -0.967, 2.228, -0.124, -391.06, -629.31, 148.04, -37.017, 3.767, -34.225, -41.00, 13.22, -41.67, 0.884, -0.287, 0.224, -0.293
16-41-02.861,17358, -1.099, 2.059, -0.505, -320.50, -623.69, 239.47, -37.017, 3.767, -34.225, -41.89, 11.74, -38.63, 0.889, -0.304, 0.208, -0.273
16-41-02.865,17363, -1.246, 1.552, -0.594, -243.90, -586.64, 347.44, -37.017, 3.767, -34.225, -42.42, 10.81, -35.30, 0.895, -0.317, 0.193, -0.249
16-41-02.871,17368, -1.219, 1.061, -0.415, -155.40, -536.53, 456.33, -37.017, 3.767, -34.225, -42.52, 10.46, -31.74, 0.902, -0.324, 0.180, -0.222
16-41-02.875,17373, -1.330, 0.501, -0.054, -68.73, -475.44, 550.63, -37.017, 3.767, -34.225, -42.16, 10.66, -28.04, 0.909, -0.326, 0.171, -0.193
16-41-02.881,17378, -1.493, -0.025, 0.465, -14.59, -410.74, 624.05, -37.017, 3.767, -34.225, -41.50, 11.30, -24.27, 0.917, -0.325, 0.164, -0.162
16-41-02.885,17383, -1.553, -0.160, 0.757, 3.54, -365.33, 684.60, -37.017, 3.767, -34.225, -40.67, 12.26, -20.40, 0.924, -0.322, 0.160, -0.129
16-41-02.891,17388, -1.900, -0.813, 0.940, -24.36, -345.80, 755.46, -37.017, 3.767, -34.225, -39.88, 13.46, -16.30, 0.930, -0.320, 0.157, -0.093
16-41-02.895,17393, -1.923, -1.495, 1.167, -67.08, -357.09, 803.44, -37.017, 3.767, -34.225, -39.18, 14.69, -11.94, 0.934, -0.318, 0.154, -0.055
16-41-02.901,17398, -1.885, -1.960, 1.262, -73.73, -402.68, 778.47, -37.017, 3.767, -34.225, -38.41, 15.60, -7.50, 0.937, -0.317, 0.149, -0.017
16-41-02.905,17403, -1.895, -1.950, 1.213, -76.30, -462.80, 695.77, -37.017, 3.767, -34.225, -37.65, 15.97, -3.18, 0.938, -0.316, 0.140, 0.019
16-41-02.911,17408, -1.872, -1.739, 0.951, -90.21, -522.07, 593.90, -37.017, 3.767, -34.225, -37.01, 15.74, 0.91, 0.939, -0.315, 0.127, 0.051
16-41-02.915,17413, -1.826, -1.177, 0.546, -112.55, -575.66, 503.20, -37.017, 3.767, -34.225, -36.58, 15.01, 4.78, 0.939, -0.316, 0.111, 0.080
16-41-02.921,17418, -1.802, -0.785, 0.146, -104.68, -612.95, 434.42, -37.017, 3.767, -34.225, -36.22, 13.92, 8.46, 0.938, -0.316, 0.092, 0.107
16-41-02.927,17423, -1.687, -0.551, -0.161, -59.33, -627.35, 385.90, -37.017, 3.767, -34.225, -35.75, 12.61, 11.95, 0.937, -0.314, 0.072, 0.132
16-41-02.931,17428, -1.371, -0.123, -0.457, 6.65, -607.15, 369.11, -37.017, 3.767, -34.225, -35.05, 11.30, 15.28, 0.937, -0.310, 0.053, 0.156
16-41-02.937,17433, -1.269, -0.196, -0.442, 57.49, -541.60, 407.07, -37.017, 3.767, -34.225, -34.19, 10.33, 18.54, 0.935, -0.303, 0.038, 0.179
16-41-02.941,17438, -1.291, -0.721, -0.149, 60.18, -450.72, 473.36, -37.017, 3.767, -34.225, -33.36, 9.86, 21.80, 0.932, -0.296, 0.027, 0.205
16-41-02.947,17443, -1.332, -1.221, 0.247, 38.57, -364.05, 519.50, -37.017, 3.767, -34.225, -32.68, 9.81, 25.01, 0.928, -0.291, 0.019, 0.231
16-41-02.951,17448, -1.344, -1.606, 0.744, 6.28, -306.49, 529.82, -37.017, 3.767, -34.225, -32.16, 9.99, 28.11, 0.923, -0.288, 0.014, 0.256
16-41-02.957,17453, -1.375, -2.065, 1.032, -17.83, -290.87, 509.74, -37.017, 3.767, -34.225, -31.78, 10.14, 31.08, 0.917, -0.286, 0.009, 0.280
16-41-02.961,17458, -1.236, -2.053, 1.194, -18.93, -315.28, 455.96, -37.017, 3.767, -34.225, -31.42, 10.03, 33.88, 0.910, -0.283, 0.002, 0.302
16-41-02.967,17463, -1.090, -1.557, 1.195, 10.68, -356.84, 389.50, -37.017, 3.767, -34.225, -30.96, 9.55, 36.50, 0.905, -0.278, -0.007, 0.322
16-41-02.971,17468, -1.022, -1.277, 1.204, 46.75, -386.08, 347.99, -37.017, 3.767, -34.225, -30.35, 8.81, 39.01, 0.900, -0.271, -0.017, 0.340
16-41-02.977,17473, -1.029, -1.178, 1.227, 53.28, -396.64, 331.21, -37.017, 3.767, -34.225, -29.75, 7.97, 41.46, 0.895, -0.263, -0.028, 0.358
16-41-02.981,17478, -1.038, -1.331, 1.371, 59.57, -397.07, 325.78, -37.017, 3.767, -34.225, -29.16, 7.08, 43.87, 0.890, -0.255, -0.038, 0.375
16-41-02.988,17483, -1.126, -1.675, 1.420, 70.37, -396.94, 322.78, -37.017, 3.767, -34.225, -28.57, 6.16, 46.25, 0.885, -0.247, -0.049, 0.392
16-41-02.990,17488, -1.103, -2.005, 1.270, 71.10, -406.47, 310.76, -37.017, 3.767, -34.225, -28.03, 5.14, 48.59, 0.879, -0.238, -0.060, 0.409
16-41-02.996,17493, -1.048, -2.249, 1.015, 69.76, -430.39, 283.48, -37.017, 3.767, -34.225, -27.56, 3.93, 50.85, 0.873, -0.229, -0.072, 0.424
16-41-03.000,17498, -0.981, -2.284, 0.741, 82.39, -457.12, 246.25, -37.017, 3.767, -34.225, -27.10, 2.50, 53.00, 0.868, -0.219, -0.086, 0.438
16-41-03.006,17503, -0.790, -1.960, 0.457, 113.22, -474.21, 205.41, -37.017, 3.767, -34.225, -26.55, 0.88, 54.98, 0.863, -0.207, -0.099, 0.451
16-41-03.010,17508, -0.637, -2.015, 0.234, 135.43, -469.88, 168.73, -37.017, 3.767, -34.225, -25.96, -0.82, 56.78, 0.858, -0.194, -0.113, 0.462
16-41-03.016,17513, -0.553, -1.923, 0.175, 131.16, -436.68, 136.87, -37.017, 3.767, -34.225, -25.44, -2.46, 58.34, 0.854, -0.182, -0.126, 0.471
16-41-03.020,17518, -0.449, -1.737, 0.447, 140.62, -384.86, 106.48, -37.017, 3.767, -34.225, -24.88, -3.95, 59.65, 0.850, -0.170, -0.136, 0.479
16-41-03.026,17523, -0.371, -1.647, 0.753, 166.68, -330.54, 79.93, -37.017, 3.767, -34.225, -24.20, -5.26, 60.71, 0.848, -0.158, -0.145, 0.485
16-41-03.030,17528, 0.166, -1.570, 1.255, 186.09, -285.07, 59.05, -37.017, 3.767, -34.225, -23.41, -6.44, 61.56, 0.846, -0.146, -0.151, 0.491
16-41-03.036,17533, -1.940, -1.861, 1.647, 186.52, -248.20, 48.00, -37.017, 3.767, -34.225, -22.60, -7.41, 62.28, 0.844, -0.135, -0.155, 0.495
16-41-03.040,17538, -0.757, -1.268, 1.611, 175.35, -253.45, 42.08, -37.017, 3.767, -34.225, -21.85, -8.46, 62.96, 0.842, -0.123, -0.160, 0.499
16-41-03.046,17543, -0.204, -1.548, 1.347, 192.44, -334.87, 13.82, -37.017, 3.767, -34.225, -21.04, -9.97, 63.66, 0.841, -0.110, -0.168, 0.503
16-41-03.050,17548, -0.417, -1.692, 1.138, 166.80, -389.19, -8.58, -37.017, 3.767, -34.225, -20.39, -11.76, 64.33, 0.838, -0.095, -0.179, 0.506
16-41-03.056,17553, -0.244, -1.702, 1.022, 154.17, -399.02, -18.58, -37.017, 3.767, -34.225, -19.82, -13.64, 64.96, 0.836, -0.081, -0.190, 0.508
16-41-03.060,17558, -0.228, -1.858, 0.975, 163.88, -389.50, -32.62, -37.017, 3.767, -34.225, -19.21, -15.50, 65.49, 0.834, -0.067, -0.201, 0.510
16-41-03.066,17563, -0.208, -2.005, 1.075, 170.34, -370.64, -54.60, -37.017, 3.767, -34.225, -18.53, -17.31, 65.86, 0.832, -0.053, -0.211, 0.510
16-41-03.070,17568, -0.185, -1.995, 1.301, 187.01, -348.97, -85.54, -37.017, 3.767, -34.225, -17.71, -19.07, 66.03, 0.831, -0.038, -0.220, 0.510
16-41-03.076,17573, -0.210, -1.934, 1.603, 215.02, -333.89, -121.49, -37.017, 3.767, -34.225, -16.66, -20.80, 65.96, 0.831, -0.022, -0.227, 0.508
16-41-03.080,17578, -0.282, -1.875, 1.835, 242.43, -335.42, -154.82, -37.017, 3.767, -34.225, -15.40, -22.58, 65.68, 0.831, -0.005, -0.234, 0.505
16-41-03.086,17583, -0.298, -1.899, 1.966, 262.08, -358.92, -183.56, -37.017, 3.767, -34.225, -13.95, -24.50, 65.23, 0.831, 0.014, -0.241, 0.501
16-41-03.090,17588, -0.410, -2.056, 2.003, 279.29, -400.67, -207.85, -37.017, 3.767, -34.225, -12.35, -26.64, 64.64, 0.831, 0.034, -0.250, 0.496
16-41-03.096,17593, -0.544, -2.103, 1.886, 301.20, -453.77, -232.39, -37.017, 3.767, -34.225, -10.55, -29.04, 63.89, 0.830, 0.057, -0.259, 0.490
16-41-03.100,17598, -0.541, -2.104, 1.642, 322.93, -512.36, -264.50, -37.017, 3.767, -34.225, -8.50, -31.72, 62.91, 0.829, 0.081, -0.270, 0.483
16-41-03.106,17603, -0.621, -2.008, 1.403, 349.42, -563.33, -298.92, -37.017, 3.767, -34.225, -6.11, -34.65, 61.62, 0.827, 0.109, -0.281, 0.475
16-41-03.110,17608, -0.680, -1.782, 1.204, 390.44, -598.06, -327.18, -37.017, 3.767, -34.225, -3.24, -37.70, 59.96, 0.824, 0.138, -0.293, 0.465
16-41-03.116,17613, -0.781, -1.593, 1.079, 428.28, -619.60, -344.82, -37.017, 3.767, -34.225, 0.14, -40.78, 57.90, 0.820, 0.170, -0.304, 0.454
16-41-03.120,17618, -0.903, -1.470, 0.976, 449.34, -639.07, -351.59, -37.017, 3.767, -34.225, 3.99, -43.84, 55.45, 0.815, 0.202, -0.315, 0.443
16-41-03.126,17623, -0.972, -1.742, 0.866, 464.96, -663.97, -357.94, -37.017, 3.767, -34.225, 8.35, -46.89, 52.49, 0.808, 0.235, -0.326, 0.431
16-41-03.130,17628, -1.215, -1.930, 0.617, 483.46, -693.82, -392.61, -37.017, 3.767, -34.225, 13.55, -49.89, 48.70, 0.800, 0.270, -0.337, 0.417
16-41-03.136,17633, -1.397, -1.588, 0.360, 514.52, -726.78, -444.43, -37.017, 3.767, -34.225, 19.97, -52.69, 43.72, 0.790, 0.307, -0.348, 0.400
16-41-03.140,17638, -1.550, -1.575, 0.076, 547.42, -759.37, -478.91, -37.017, 3.767, -34.225, 27.71, -55.18, 37.48, 0.779, 0.345, -0.358, 0.381
16-41-03.146,17643, -1.672, -1.658, -0.214, 575.74, -790.01, -489.78, -37.017, 3.767, -34.225, 36.74, -57.22, 30.05, 0.766, 0.385, -0.367, 0.362
16-41-03.150,17648, -1.707, -1.556, -0.617, 613.95, -816.93, -500.58, -37.017, 3.767, -34.225, 47.09, -58.61, 21.44, 0.749, 0.426, -0.376, 0.341
16-41-03.156,17653, -1.694, -1.477, -1.133, 668.27, -823.40, -518.16, -37.017, 3.767, -34.225, 58.47, -59.06, 12.07, 0.730, 0.468, -0.383, 0.319
16-41-03.160,17658, -1.740, -1.557, -1.419, 717.28, -803.87, -530.24, -37.017, 3.767, -34.225, 69.99, -58.45, 2.81, 0.708, 0.510, -0.388, 0.297
16-41-03.166,17663, -1.720, -1.613, -1.692, 733.94, -771.70, -540.62, -37.017, 3.767, -34.225, 80.73, -56.84, -5.52, 0.684, 0.551, -0.390, 0.276
16-41-03.170,17668, -1.628, -1.588, -1.917, 734.86, -731.23, -557.46, -37.017, 3.767, -34.225, 90.18, -54.36, -12.47, 0.659, 0.591, -0.389, 0.253
16-41-03.176,17673, -1.505, -1.490, -2.120, 733.88, -679.90, -577.91, -37.017, 3.767, -34.225, 98.17, -51.23, -17.83, 0.634, 0.629, -0.385, 0.231
16-41-03.180,17678, -1.406, -1.412, -2.212, 725.70, -616.55, -597.20, -37.017, 3.767, -34.225, 104.78, -47.68, -21.67, 0.608, 0.665, -0.378, 0.210
16-41-03.186,17683, -1.336, -1.267, -2.182, 711.24, -548.62, -615.26, -37.017, 3.767, -34.225, 110.21, -43.90, -24.19, 0.583, 0.699, -0.368, 0.189
16-41-03.192,17688, -1.265, -1.119, -2.034, 696.41, -487.89, -630.95, -37.017, 3.767, -34.225, 114.76, -40.02, -25.68, 0.558, 0.731, -0.356, 0.168
16-41-03.196,17693, -1.267, -0.862, -1.846, 678.52, -444.92, -642.85, -37.017, 3.767, -34.225, 118.70, -36.10, -26.44, 0.533, 0.760, -0.341, 0.149
16-41-03.202,17698, -1.202, -0.615, -1.946, 658.44, -423.92, -652.19, -37.017, 3.767, -34.225, 122.22, -32.16, -26.71, 0.508, 0.788, -0.325, 0.129
16-41-03.206,17703, -1.163, -0.450, -2.139, 635.43, -418.61, -658.48, -37.017, 3.767, -34.225, 125.44, -28.19, -26.65, 0.482, 0.813, -0.307, 0.108
16-41-03.212,17708, -1.105, -0.351, -2.348, 603.82, -415.62, -661.04, -37.017, 3.767, -34.225, 128.40, -24.24, -26.33, 0.457, 0.836, -0.290, 0.087
16-41-03.216,17713, -1.139, -0.203, -2.548, 559.99, -401.03, -661.10, -37.017, 3.767, -34.225, 131.05, -20.36, -25.75, 0.433, 0.857, -0.271, 0.066
16-41-03.222,17718, -1.069, 0.051, -2.704, 501.83, -368.75, -661.83, -37.017, 3.767, -34.225, 133.35, -16.61, -24.87, 0.411, 0.875, -0.252, 0.045
16-41-03.226,17723, -0.699, 0.504, -2.739, 434.75, -320.71, -660.00, -37.017, 3.767, -34.225, 135.27, -13.08, -23.69, 0.392, 0.890, -0.231, 0.026
16-41-03.232,17728, -0.557, 0.805, -2.635, 362.06, -253.63, -638.52, -37.017, 3.767, -34.225, 136.84, -9.91, -22.25, 0.375, 0.903, -0.210, 0.008
16-41-03.236,17733, -0.595, 0.782, -2.277, 288.08, -170.44, -586.58, -37.017, 3.767, -34.225, 138.09, -7.27, -20.65, 0.362, 0.913, -0.189, -0.006
16-41-03.242,17738, -0.648, 0.662, -1.890, 219.17, -94.21, -525.36, -37.017, 3.767, -34.225, 139.04, -5.13, -18.99, 0.352, 0.920, -0.170, -0.016
16-41-03.246,17743, -0.606, 0.565, -1.569, 148.98, -37.57, -479.95, -37.017, 3.767, -34.225, 139.69, -3.38, -17.29, 0.345, 0.926, -0.151, -0.024
16-41-03.252,17748, -0.564, 0.479, -1.297, 71.47, 3.63, -449.98, -37.017, 3.767, -34.225, 140.00, -1.90, -15.56, 0.341, 0.930, -0.133, -0.031
16-41-03.256,17753, -0.634, 0.393, -1.023, -13.07, 36.53, -427.58, -37.017, 3.767, -34.225, 139.93, -0.61, -13.80, 0.341, 0.932, -0.115, -0.036
16-41-03.262,17758, -0.614, 0.437, -0.735, -97.29, 59.48, -412.32, -37.017, 3.767, -34.225, 139.46, 0.56, -12.04, 0.344, 0.933, -0.097, -0.041
16-41-03.266,17763, -0.598, 0.276, -0.503, -162.54, 73.09, -398.89, -37.017, 3.767, -34.225, 138.69, 1.66, -10.29, 0.350, 0.932, -0.079, -0.045
16-41-03.272,17768, -0.731, -0.009, -0.218, -194.22, 78.40, -392.67, -37.017, 3.767, -34.225, 137.81, 2.78, -8.57, 0.357, 0.931, -0.061, -0.049
16-41-03.276,17773, -1.000, 0.036, 0.168, -251.59, 83.77, -390.90, -37.017, 3.767, -34.225, 136.63, 3.91, -6.84, 0.367, 0.928, -0.043, -0.054
16-41-03.282,17778, -0.898, 0.205, 0.187, -299.75, 68.20, -411.16, -37.017, 3.767, -34.225, 135.24, 5.19, -5.13, 0.378, 0.924, -0.024, -0.059
16-41-03.285,17783, -0.816, 0.461, 0.194, -321.84, 30.79, -438.93, -37.017, 3.767, -34.225, 133.75, 6.74, -3.48, 0.390, 0.918, -0.005, -0.066
16-41-03.291,17788, -0.867, 0.626, 0.180, -312.26, -2.23, -457.00, -37.017, 3.767, -34.225, 132.34, 8.49, -1.92, 0.402, 0.913, 0.015, -0.074
16-41-03.295,17793, -0.844, 0.605, 0.133, -312.44, -15.47, -469.94, -37.017, 3.767, -34.225, 130.97, 10.38, -0.40, 0.413, 0.906, 0.034, -0.084
16-41-03.301,17798, -0.828, 0.751, 0.177, -322.94, -14.62, -493.38, -37.017, 3.767, -34.225, 129.61, 12.37, 1.16, 0.424, 0.899, 0.055, -0.093
16-41-03.308,17803, -0.907, 0.878, 0.220, -324.47, -6.44, -541.05, -37.017, 3.767, -34.225, 128.32, 14.56, 2.86, 0.435, 0.891, 0.078, -0.103
16-41-03.310,17808, -1.320, 1.282, 0.555, -339.54, 6.50, -612.64, -37.017, 3.767, -34.225, 127.09, 17.02, 4.82, 0.446, 0.882, 0.103, -0.114
16-41-03.316,17813, -1.285, 3.026, 0.702, -358.46, 6.25, -664.15, -37.017, 3.767, -34.225, 125.88, 19.69, 6.90, 0.457, 0.871, 0.130, -0.125
16-41-03.320,17818, -0.892, 2.817, 0.384, -350.83, -26.64, -613.25, -37.017, 3.767, -34.225, 124.69, 22.27, 8.65, 0.467, 0.860, 0.155, -0.136
