Time,ID,AccX(G), AccY, AccZ,GyrX(dps), GyrY, GyrZ,MagX(uT), MagY, MagZ,Roll(deg), Pitch, Yaw,Pressure
13-55-45.331,1,0.052,-0.007,1.006,0,0,0,18.2,-27.2,-27.2,-0.51,-2.73,0,0
13-55-45.336,1,0.049,-0.007,1.01,0,0,0.1,18.2,-27.2,-27.2,-0.51,-2.73,0,0
13-55-45.341,1,0.045,-0.007,1.01,0,-0.3,0.1,18.1,-27.3,-27,-0.51,-2.73,0,0
13-55-45.346,1,0.048,-0.015,1.006,0,-0.3,0,18.1,-27.3,-27,-0.51,-2.73,0,0
13-55-45.352,1,0.053,-0.003,1.01,0,0,0,18.3,-27.3,-27.2,-0.51,-2.73,0,0
13-55-45.357,1,0.049,-0.007,1.006,0,0.1,0.1,18.3,-27.3,-27.2,-0.51,-2.73,0,0
13-55-45.361,1,0.053,-0.007,1.014,0,0.1,0.1,18.2,-27.1,-27.3,-0.51,-2.73,0,0
13-55-45.365,1,0.049,-0.015,1.014,0,0.1,0,18.2,-27.1,-27.3,-0.51,-2.73,0,0
13-55-45.370,1,0.049,-0.007,1.006,0,0.1,0,18.6,-26.9,-27.2,-0.51,-2.73,0,0
13-55-45.376,1,0.049,-0.011,1.01,0,0,0,18.6,-26.9,-27.2,-0.51,-2.73,0,0
13-55-45.380,1,0.049,-0.007,1.01,0,0,0,18.4,-26.9,-27.2,-0.51,-2.73,0,0
13-55-45.386,1,0.052,-0.011,1.006,0,0,0,18.4,-26.9,-27.2,-0.51,-2.73,0,0
13-55-45.390,1,0.052,-0.007,1.006,0,0,0,18.4,-27,-27.1,-0.51,-2.73,0,0
13-55-45.395,1,0.049,-0.003,1.006,0,0,0,18.4,-27,-27.1,-0.51,-2.73,0,0
13-55-45.401,1,0.049,-0.007,1.01,0,0,0,18.5,-27.3,-27.5,-0.51,-2.73,0,0
13-55-45.405,1,0.049,-0.011,1.017,0,0,0,18.5,-27.3,-27.5,-0.51,-2.73,0,0
13-55-45.414,1,0.045,-0.007,1.01,0,0.1,0,18.5,-27.3,-27.4,-0.51,-2.73,0,0
13-55-45.415,1,0.052,-0.011,0.998,0,0.3,-0.2,18.5,-27.3,-27.4,-0.51,-2.73,0,0
13-55-45.420,1,0.049,-0.007,1.01,0,0.2,-0.1,18.6,-27.5,-27.2,-0.51,-2.73,0,0
13-55-45.425,1,0.049,-0.007,1.006,0,0,-0.1,18.6,-27.5,-27.2,-0.51,-2.73,0,0
13-55-45.430,1,0.053,-0.007,1.01,0,0,0,18.2,-27,-27.2,-0.51,-2.73,0,0
13-55-45.436,1,0.049,-0.007,1.014,0,0,-0.2,18.2,-27,-27.2,-0.51,-2.73,0,0
13-55-45.440,1,0.049,-0.007,1.01,0,-0.1,0,18.2,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.445,1,0.045,-0.007,1.01,0,-0.3,0.1,18.2,-27.3,-27.3,-0.51,-2.74,0,0
13-55-45.451,1,0.049,-0.007,1.01,0,-0.1,0.1,18,-27.5,-27.4,-0.51,-2.74,0,0
13-55-45.454,1,0.048,-0.007,1.002,0,0,0.1,18,-27.5,-27.4,-0.51,-2.74,0,0
13-55-45.460,1,0.049,-0.007,1.006,0,0,0,17.8,-27.1,-27.6,-0.51,-2.74,0,0
13-55-45.465,1,0.045,-0.007,1.01,0,0,0,17.8,-27.1,-27.6,-0.51,-2.74,0,0
13-55-45.470,1,0.045,-0.011,1.006,0,0.1,0,18.5,-27.4,-27.2,-0.51,-2.74,0,0
13-55-45.475,1,0.049,-0.003,1.014,0,0,0,18.5,-27.4,-27.2,-0.51,-2.73,0,0
13-55-45.481,1,0.049,-0.007,1.01,0,0,0,18.2,-27.4,-27.4,-0.51,-2.73,0,0
13-55-45.485,1,0.049,-0.007,1.01,0,0,-0.1,18.2,-27.4,-27.4,-0.51,-2.73,0,0
13-55-45.490,1,0.045,-0.011,1.01,0,0,0,18.2,-27.3,-27,-0.51,-2.73,0,0
13-55-45.497,1,0.049,-0.007,1.006,0,0.1,0.1,18.2,-27.3,-27,-0.51,-2.73,0,0
13-55-45.502,1,0.045,-0.007,1.013,0,0,0.1,18.5,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.505,1,0.049,-0.007,1.006,0,0,0.1,18.5,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.510,1,0.052,-0.007,1.006,0,0.2,0,18,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.515,1,0.048,-0.007,1.002,-0.1,0.2,0,18,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.520,1,0.045,-0.011,1.01,0,0,0,17.9,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.526,1,0.049,-0.011,1.01,0,0,0,17.9,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.530,1,0.049,-0.011,1.006,0,-0.1,0,18,-26.9,-27,-0.5,-2.73,0,0
13-55-45.536,1,0.049,-0.011,1.01,0,-0.1,0.1,18,-26.9,-27,-0.51,-2.73,0,0
13-55-45.540,1,0.045,-0.011,1.01,-0.1,0,0.1,18.6,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.545,1,0.045,-0.007,1.006,0,0,-0.1,18.6,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.551,1,0.052,-0.007,1.002,0,0.1,-0.2,18.3,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.555,1,0.045,-0.011,1.013,0,0.2,0,18.3,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.560,1,0.049,-0.011,1.014,0.1,0.1,0.1,18.2,-27.2,-27.3,-0.51,-2.73,0,0
13-55-45.566,1,0.049,-0.011,1.006,0,0,0,18.2,-27.2,-27.3,-0.51,-2.73,0,0
13-55-45.571,1,0.049,-0.011,1.006,0,-0.3,0,18.5,-27.7,-27.2,-0.51,-2.73,0,0
13-55-45.574,1,0.049,-0.007,1.01,0,-0.3,0.1,18.5,-27.7,-27.2,-0.51,-2.73,0,0
13-55-45.580,1,0.045,-0.011,1.006,0,-0.1,0.1,18.5,-27.2,-26.9,-0.51,-2.73,0,0
13-55-45.586,1,0.045,-0.007,1.006,0,0,0,18.5,-27.2,-26.9,-0.51,-2.73,0,0
13-55-45.590,1,0.053,-0.011,1.01,0,0,0,18.2,-27.3,-26.9,-0.51,-2.73,0,0
13-55-45.595,1,0.049,-0.007,1.006,0,0,0.1,18.2,-27.3,-26.9,-0.51,-2.73,0,0
13-55-45.602,1,0.049,-0.007,1.014,0,-0.1,0,18.3,-27.6,-27.6,-0.51,-2.73,0,0
13-55-45.605,1,0.045,-0.007,1.01,0,-0.1,0,18.3,-27.6,-27.6,-0.51,-2.74,0,0
13-55-45.611,1,0.049,-0.007,1.01,-0.1,0,0,18.4,-26.9,-27.1,-0.51,-2.74,0,0
13-55-45.615,1,0.053,-0.015,1.014,0,0.2,0,18.4,-26.9,-27.1,-0.51,-2.73,0,0
13-55-45.620,1,0.045,-0.011,1.017,0,0.2,0.1,18.2,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.625,1,0.045,-0.015,1.013,0,0.1,0.1,18.2,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.632,1,0.049,-0.011,1.006,-0.1,0.1,0,18.4,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.636,1,0.049,-0.011,1.01,0,-0.1,0.1,18.4,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.640,1,0.049,-0.007,1.017,0.1,-0.1,0,18.3,-27.4,-27.2,-0.51,-2.73,0,0
13-55-45.646,1,0.049,-0.015,1.01,0,0.1,0,18.3,-27.4,-27.2,-0.51,-2.73,0,0
13-55-45.650,1,0.049,-0.007,1.01,0,0,-0.1,18.2,-26.9,-27.1,-0.51,-2.73,0,0
13-55-45.656,1,0.049,-0.011,1.01,-0.1,-0.1,0,18.2,-26.9,-27.1,-0.51,-2.73,0,0
13-55-45.661,1,0.049,-0.011,1.014,0,0,0,18.4,-27.1,-27.2,-0.51,-2.73,0,0
13-55-45.666,1,0.049,-0.007,1.01,0,0,0,18.4,-27.1,-27.2,-0.51,-2.73,0,0
13-55-45.671,1,0.052,-0.011,1.002,0,0.1,0.1,18.5,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.675,1,0.049,-0.007,1.006,0.1,0.1,0.1,18.5,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.681,1,0.045,-0.015,1.021,0,-0.1,0,18.3,-27,-27.1,-0.51,-2.73,0,0
13-55-45.686,1,0.049,-0.011,1.014,-0.1,-0.1,0,18.3,-27,-27.1,-0.51,-2.73,0,0
13-55-45.691,1,0.052,-0.011,1.006,-0.1,0.2,0,18.3,-27.4,-27.2,-0.51,-2.73,0,0
13-55-45.697,1,0.049,-0.011,1.014,-0.1,0.2,0,18.3,-27.4,-27.2,-0.51,-2.73,0,0
13-55-45.701,1,0.049,-0.011,1.01,0,0.1,0.1,18.5,-27.4,-27,-0.51,-2.73,0,0
13-55-45.706,1,0.049,-0.011,1.01,0.1,0,0,18.5,-27.4,-27,-0.51,-2.73,0,0
13-55-45.710,1,0.052,-0.011,1.006,0,0,0,18.2,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.715,1,0.049,-0.011,1.014,0,0,0,18.2,-27.3,-27.3,-0.51,-2.73,0,0
13-55-45.721,1,0.049,-0.007,1.006,0,0,0,17.8,-27.4,-27.4,-0.51,-2.73,0,0
13-55-45.726,1,0.049,-0.011,1.006,0,-0.1,0,17.8,-27.4,-27.4,-0.51,-2.73,0,0
13-55-45.732,1,0.045,-0.007,1.01,0,0,0.1,17.8,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.735,1,0.045,-0.015,1.013,0,0,0,17.8,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.741,1,0.049,-0.007,1.01,0,0,-0.1,18.2,-27.2,-27.4,-0.51,-2.73,0,0
13-55-45.746,1,0.048,-0.007,1.002,-0.1,0.1,0,18.2,-27.2,-27.4,-0.51,-2.73,0,0
13-55-45.750,1,0.049,-0.003,1.01,0,-0.1,0,18.5,-27.2,-27,-0.51,-2.73,0,0
13-55-45.755,1,0.045,-0.003,1.01,0.1,-0.3,0,18.5,-27.2,-27,-0.51,-2.73,0,0
13-55-45.760,1,0.045,-0.007,1.01,0.1,0,0,18.4,-27.2,-27.5,-0.51,-2.73,0,0
13-55-45.766,1,0.045,-0.011,1.01,0,0.1,0,18.4,-27.2,-27.5,-0.51,-2.73,0,0
13-55-45.770,1,0.052,-0.015,1.006,0,0.1,0,18.5,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.775,1,0.049,-0.003,1.017,0,0.1,0,18.5,-27.1,-27.1,-0.51,-2.73,0,0
13-55-45.780,1,0.045,-0.011,1.013,0,-0.3,0,18.5,-27.4,-27.1,-0.51,-2.73,0,0
13-55-45.785,1,0.049,-0.007,1.01,0,-0.3,0,18.5,-27.4,-27.1,-0.51,-2.73,0,0
13-55-45.790,1,0.049,-0.003,1.006,0,0,0,18.4,-27.4,-27.3,-0.51,-2.73,0,0
13-55-45.795,1,0.052,-0.011,1.002,-0.1,0.1,0,18.4,-27.4,-27.3,-0.51,-2.73,0,0
13-55-45.800,1,0.049,-0.007,1.01,0,0.1,-0.1,18.4,-27.1,-27.3,-0.51,-2.73,0,0
13-55-45.806,1,0.045,-0.007,1.006,0,0.1,0,18.4,-27.1,-27.3,-0.51,-2.73,0,0
13-55-45.810,1,0.049,-0.007,1.006,0,0.1,0.1,18.2,-27.2,-27.3,-0.51,-2.73,0,0
13-55-45.815,1,0.049,-0.011,1.01,-0.1,0,0,18.2,-27.2,-27.3,-0.51,-2.73,0,0
13-55-45.821,1,0.049,-0.015,1.01,0,-0.1,0,18.3,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.825,1,0.052,-0.007,1.006,0,-0.1,0,18.3,-27.3,-27.1,-0.51,-2.73,0,0
13-55-45.830,1,0.049,-0.007,1.01,0,0,0,18.3,-27.4,-27.3,-0.51,-2.73,0,0
13-55-45.835,1,0.049,-0.011,1.014,-0.1,0,0,18.3,-27.4,-27.3,-0.51,-2.73,0,0
13-55-45.840,1,0.049,-0.007,1.006,0,0,0,18.4,-27.2,-27.1,-0.51,-2.73,0,0
13-55-45.846,1,0.048,-0.015,1.006,0,0,0,18.4,-27.2,-27.1,-0.51,-2.73,0,0
13-55-45.850,1,0.049,-0.011,1.01,0,0.1,0,18.3,-28,-27,-0.51,-2.73,0,0
13-55-45.855,1,0.045,-0.007,1.006,0,0.1,0,18.3,-28,-27,-0.51,-2.74,0,0
13-55-45.861,1,0.045,-0.007,1.01,0,0,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-45.865,1,0.045,-0.007,1.013,0,0,-0.1,18.3,-27.4,-27.1,-0.51,-2.73,0,0
13-55-45.871,1,0.053,-0.007,1.014,0,0,0,18.4,-27.2,-27.2,-0.51,-2.73,0,0
13-55-45.875,1,0.053,-0.007,1.01,-0.1,0.1,0.1,18.4,-27.2,-27.2,-0.51,-2.73,0,0
13-55-45.880,1,0.049,-0.007,1.006,0,0,0,18.4,-27.5,-27.6,-0.51,-2.73,0,0
13-55-45.886,1,0.045,-0.015,1.01,0,-0.1,0,18.4,-27.5,-27.6,-0.51,-2.73,0,0
13-55-45.891,1,0.041,-0.007,1.013,0,0,0,18.4,-27.2,-27.1,-0.51,-2.73,0,0
13-55-45.895,1,0.049,-0.011,1.01,0,0.1,0,18.4,-27.2,-27.1,-0.51,-2.73,0,0
13-55-45.901,1,0.049,-0.007,1.01,0,-0.1,0,18.3,-27.6,-27.6,-0.51,-2.73,0,0
13-55-45.905,1,0.049,-0.007,1.006,-0.1,-0.1,0,18.3,-27.6,-27.6,-0.52,-2.73,0,0
13-55-45.911,1,0.045,-0.007,1.01,0,0,-0.1,18.5,-27.3,-27.6,-0.52,-2.73,0,0
13-55-45.915,1,0.049,-0.007,1.01,0.1,-0.1,0,18.5,-27.3,-27.6,-0.51,-2.73,0,0
13-55-45.921,1,0.048,-0.015,1.002,-0.1,0,0.1,18.4,-27.5,-27.4,-0.52,-2.73,0,0
13-55-45.925,1,0.049,-0.011,1.006,-0.1,0,0.1,18.4,-27.5,-27.4,-0.52,-2.73,0,0
13-55-45.931,1,0.045,-0.011,1.017,0,-0.1,0,18.5,-27.3,-27.4,-0.52,-2.74,0,0
13-55-45.935,1,0.052,-0.011,1.006,0,-0.1,0,18.5,-27.3,-27.4,-0.52,-2.74,0,0
13-55-45.940,1,0.049,-0.007,1.014,0,0.1,0.1,18.4,-27.2,-27.2,-0.52,-2.74,0,0
13-55-45.945,1,0.049,-0.007,1.01,0,0.1,0.1,18.4,-27.2,-27.2,-0.52,-2.74,0,0
13-55-45.951,1,0.048,-0.015,1.006,-0.1,0,0,18.3,-27.3,-27.2,-0.52,-2.74,0,0
13-55-45.955,1,0.056,-0.007,1.006,0,0,-0.1,18.3,-27.3,-27.2,-0.52,-2.74,0,0
13-55-45.961,1,0.052,-0.011,1.006,0,0,0,18,-27.3,-27.2,-0.52,-2.74,0,0
13-55-45.966,1,0.053,-0.007,1.01,0,0,0,18,-27.3,-27.2,-0.52,-2.74,0,0
13-55-45.972,1,0.049,-0.007,1.014,0,0,0,18.3,-27.2,-27.3,-0.52,-2.74,0,0
13-55-45.976,1,0.049,-0.007,1.01,0.1,0.1,0,18.3,-27.2,-27.3,-0.52,-2.74,0,0
13-55-45.982,1,0.049,-0.011,1.01,0,0,-0.1,18.3,-26.7,-27.6,-0.52,-2.74,0,0
13-55-45.986,1,0.045,-0.011,1.013,0,0,0,18.3,-26.7,-27.6,-0.52,-2.74,0,0
13-55-45.991,1,0.049,-0.007,1.006,0,0,0,18.3,-27.2,-27.5,-0.52,-2.74,0,0
13-55-45.996,1,0.049,-0.007,1.01,0,0,0,18.3,-27.2,-27.5,-0.52,-2.74,0,0
13-55-46.000,1,0.045,-0.007,1.01,-0.1,0,0,18.2,-27.2,-26.9,-0.52,-2.74,0,0
13-55-46.006,1,0.049,-0.007,1.006,-0.1,0,0,18.2,-27.2,-26.9,-0.52,-2.74,0,0
13-55-46.012,1,0.045,-0.007,1.01,0,-0.1,0,18,-27.5,-27.3,-0.52,-2.74,0,0
13-55-46.016,1,0.041,-0.011,1.009,0,-0.2,0,18,-27.5,-27.3,-0.52,-2.74,0,0
13-55-46.022,1,0.049,-0.011,1.014,-0.1,-0.2,0,17.9,-27.7,-27.1,-0.52,-2.74,0,0
13-55-46.026,1,0.045,-0.015,1.013,0,-0.2,0.1,17.9,-27.7,-27.1,-0.52,-2.74,0,0
13-55-46.031,1,0.049,-0.007,1.006,0,-0.1,0,17.9,-27.7,-27.1,-0.52,-2.75,0,0
13-55-46.036,1,0.045,-0.011,1.013,0,-0.1,0,17.9,-27.7,-27.1,-0.52,-2.75,0,0
13-55-46.041,1,0.045,-0.011,1.013,0.1,-0.2,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.046,1,0.053,-0.011,1.01,0,0,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.051,1,0.045,-0.011,1.006,0,0.1,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.056,1,0.045,-0.007,1.006,0,0,0.1,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.061,1,0.049,-0.011,1.01,0.1,-0.1,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.067,1,0.045,-0.011,1.01,0,0,-0.1,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.070,1,0.048,-0.011,1.002,0.1,0,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.076,1,0.048,-0.011,1.002,0.1,-0.1,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.082,1,0.049,-0.011,1.014,0.1,0,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.086,1,0.049,-0.011,1.01,0,0.1,0,18.4,-27.2,-27.2,-0.52,-2.75,0,0
13-55-46.091,1,0.049,-0.015,1.01,0,0.1,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.096,1,0.049,-0.011,1.014,0,0,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.102,1,0.045,-0.007,1.01,0,0,-0.1,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.106,1,0.049,-0.007,1.006,-0.1,0,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.111,1,0.049,-0.007,1.006,0,-0.1,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.115,1,0.049,-0.011,1.014,0,-0.1,0.1,18.3,-27.4,-27.1,-0.52,-2.75,0,0
13-55-46.121,1,0.049,-0.011,1.014,0,0.1,0.1,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.125,1,0.049,-0.003,1.01,0,0.1,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.130,1,0.053,-0.007,1.01,0,0.1,0,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.135,1,0.045,-0.011,1.013,0,0,0.1,18.3,-27.4,-27.1,-0.52,-2.74,0,0
13-55-46.140,1,0.049,-0.011,1.01,0,-0.1,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.145,1,0.052,-0.011,1.006,0,0,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.150,1,0.045,-0.011,1.01,0,0.1,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.156,1,0.049,-0.011,1.014,0,0.1,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.160,1,0.049,-0.011,1.006,0,0,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.166,1,0.052,-0.007,1.006,0,-0.1,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.171,1,0.045,-0.007,1.017,0,0,-0.1,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.175,1,0.045,-0.011,1.01,0,0.1,0.1,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.182,1,0.049,-0.007,1.01,0,0,0.1,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.185,1,0.053,-0.003,1.01,0,0,0,18.2,-27.7,-27.5,-0.52,-2.74,0,0
13-55-46.192,1,0.049,-0.011,1.014,0,0.1,0.1,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.195,1,0.045,-0.007,1.01,0.1,0.1,0.1,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.201,1,0.045,-0.011,1.006,0,-0.1,0.1,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.205,1,0.049,-0.007,1.01,-0.1,-0.2,0.1,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.211,1,0.049,-0.011,1.01,-0.1,0,0,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.215,1,0.049,-0.011,1.014,-0.1,0.1,0,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.221,1,0.049,-0.011,1.01,0,0.1,0,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.225,1,0.052,-0.007,1.006,0,0,0.1,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.230,1,0.049,-0.007,1.01,0,0,0,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.236,1,0.049,-0.007,1.014,0.1,0,0,18.2,-27.3,-27.3,-0.52,-2.74,0,0
13-55-46.240,1,0.049,-0.011,1.006,0,-0.2,0,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.246,1,0.049,-0.011,1.006,0,0,-0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.250,1,0.053,-0.007,1.014,0,0.1,0,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.255,1,0.049,-0.011,1.01,0,0,0,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.261,1,0.053,-0.007,1.01,0,-0.1,0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.266,1,0.052,-0.007,0.998,0,-0.3,0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.270,1,0.049,-0.007,1.01,0,0,-0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.275,1,0.045,-0.011,1.01,0,0.1,-0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.282,1,0.049,-0.007,1.01,0,0.1,0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.286,1,0.049,-0.011,1.006,0,0.1,0.1,18.3,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.291,1,0.045,-0.007,1.01,0,0.1,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.295,1,0.049,-0.007,1.017,0,0,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.301,1,0.053,-0.007,1.01,0,0,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.307,1,0.052,-0.011,1.006,0,0,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.310,1,0.049,-0.007,1.01,0,0.1,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.317,1,0.045,-0.011,1.013,0,0.1,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.320,1,0.049,-0.015,1.01,0,-0.1,0.1,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.326,1,0.049,-0.007,1.006,0,0,0.1,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.331,1,0.045,-0.007,1.01,0,0,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.337,1,0.049,-0.007,1.014,0,0,0,18.4,-27.1,-27.3,-0.52,-2.75,0,0
13-55-46.341,1,0.049,-0.007,1.01,-0.1,-0.1,0,18,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.347,1,0.045,-0.007,1.013,0,0,0,18,-27.2,-27.4,-0.52,-2.75,0,0
13-55-46.351,1,0.049,-0.007,1.01,0.1,0,0,17.9,-27.4,-27.7,-0.52,-2.75,0,0
13-55-46.356,1,0.049,-0.007,1.014,0,0.1,0.1,17.9,-27.4,-27.7,-0.52,-2.75,0,0
13-55-46.363,1,0.049,-0.011,1.014,0.1,0.2,0,18.2,-27.5,-27.5,-0.52,-2.75,0,0
13-55-46.366,1,0.049,-0.011,1.01,0,0.1,-0.1,18.2,-27.5,-27.5,-0.52,-2.75,0,0
13-55-46.371,1,0.049,-0.011,1.006,0,-0.1,0,18.4,-27.3,-27.6,-0.52,-2.75,0,0
13-55-46.376,1,0.049,-0.007,1.014,0,-0.2,0,18.4,-27.3,-27.6,-0.52,-2.75,0,0
13-55-46.381,1,0.045,-0.011,1.01,0,0,0,18.4,-27.3,-27.6,-0.52,-2.75,0,0
13-55-46.386,1,0.049,-0.011,1.01,0,0,0.1,18.4,-27.3,-27.6,-0.52,-2.75,0,0
13-55-46.391,1,0.049,-0.011,1.01,0,0,0.1,18.5,-27.4,-26.7,-0.52,-2.75,0,0
13-55-46.396,1,0.053,-0.007,1.017,0,0,-0.1,18.5,-27.4,-26.7,-0.52,-2.75,0,0
13-55-46.401,1,0.049,-0.015,1.014,0.1,0.1,0,18.3,-27.3,-26.4,-0.52,-2.75,0,0
13-55-46.406,1,0.053,-0.007,1.01,0.1,0.1,0,18.3,-27.3,-26.4,-0.52,-2.75,0,0
13-55-46.411,1,0.049,-0.007,1.014,0,0.1,0.1,18.3,-27.5,-26.9,-0.52,-2.75,0,0
13-55-46.416,1,0.049,-0.007,1.006,-0.1,0.1,-0.1,18.3,-27.5,-26.9,-0.52,-2.75,0,0
13-55-46.421,1,0.049,-0.011,1.014,0,0,0,18.4,-27,-26.8,-0.52,-2.75,0,0
13-55-46.426,1,0.049,-0.007,1.01,0,0,0,18.4,-27,-26.8,-0.52,-2.75,0,0
13-55-46.431,1,0.045,-0.011,1.006,0,0,0,18.4,-27,-26.8,-0.52,-2.75,0,0
13-55-46.436,1,0.048,-0.015,1.006,0,0.1,0,18.4,-27,-26.8,-0.52,-2.75,0,0
13-55-46.441,1,0.049,-0.007,1.006,0,0,0.1,18.3,-27.5,-27.2,-0.52,-2.75,0,0
13-55-46.446,1,0.045,-0.011,1.01,0,0,0,18.3,-27.5,-27.2,-0.52,-2.75,0,0
13-55-46.452,1,0.049,-0.007,1.01,0,0,0,18.2,-27.2,-26.8,-0.52,-2.75,0,0
13-55-46.456,1,0.049,-0.011,1.01,0,-0.1,0,18.2,-27.2,-26.8,-0.52,-2.75,0,0
13-55-46.462,1,0.049,-0.011,1.01,0,0,0,17.9,-27.3,-27.4,-0.52,-2.75,0,0
13-55-46.466,1,0.049,-0.007,1.014,0,0,0.1,17.9,-27.3,-27.4,-0.52,-2.75,0,0
13-55-46.471,1,0.045,-0.011,1.013,0,0,0,18.2,-27.2,-27.3,-0.52,-2.75,0,0
13-55-46.476,1,0.049,-0.007,1.01,0,0.1,0,18.2,-27.2,-27.3,-0.52,-2.75,0,0
13-55-46.481,1,0.052,-0.007,1.006,0,0.1,0.1,18.2,-27.2,-27.3,-0.52,-2.75,0,0
13-55-46.485,1,0.053,-0.007,1.01,0,0,0.1,18.2,-27.2,-27.3,-0.52,-2.74,0,0
13-55-46.490,1,0.045,-0.007,1.013,0.1,-0.1,0,18.5,-27.1,-27,-0.52,-2.75,0,0
13-55-46.496,1,0.045,-0.011,1.01,0,-0.1,0,18.5,-27.1,-27,-0.52,-2.75,0,0
