Time,ID,AccX(G), AccY, AccZ,GyrX(dps), GyrY, GyrZ,MagX(uT), MagY, MagZ,Roll(deg), Pitch, Yaw,Pressure
13-56-12.426,1,0.045,-0.011,1.002,0,0,-0.1,23.3,-34,-27,-1.3,-2.56,5.4,0
13-56-12.431,1,0.045,-0.007,1.01,0,0.2,0,23.3,-34,-27,-1.3,-2.56,5.4,0
13-56-12.436,1,0.045,-0.011,1.013,0,0.2,0,23.3,-34,-27,-1.29,-2.56,5.4,0
13-56-12.441,1,0.045,-0.011,1.01,0,0.2,0,22.5,-34,-27.7,-1.29,-2.56,5.4,0
13-56-12.446,1,0.049,-0.011,1.014,-0.1,0,0,22.5,-34,-27.7,-1.28,-2.56,5.4,0
13-56-12.451,1,0.049,-0.007,1.006,0,0,0.1,23.2,-34.3,-27.3,-1.28,-2.56,5.4,0
13-56-12.456,1,0.045,-0.007,1.013,0,-0.2,0,23.2,-34.3,-27.3,-1.27,-2.56,5.4,0
13-56-12.461,1,0.041,-0.011,1.006,0,0,0,22.9,-33.7,-27.6,-1.27,-2.57,5.4,0
13-56-12.467,1,0.049,-0.007,1.006,0,0,0,22.9,-33.7,-27.6,-1.26,-2.57,5.4,0
13-56-12.471,1,0.048,-0.011,1.002,0,0,0.1,23,-34.1,-27.6,-1.26,-2.57,5.4,0
13-56-12.476,1,0.041,-0.007,1.01,0,0,0,23,-34.1,-27.6,-1.26,-2.57,5.4,0
13-56-12.482,1,0.049,-0.011,1.01,0,0,-0.1,23,-34.1,-27.6,-1.26,-2.57,5.4,0
13-56-12.487,1,0.045,-0.011,1.006,0,-0.1,0,23,-34.1,-27.6,-1.25,-2.57,5.3,0
13-56-12.492,1,0.045,-0.011,1.006,0,0,0,23.3,-34.1,-27,-1.25,-2.57,5.3,0
13-56-12.497,1,0.049,-0.007,1.006,-0.1,-0.1,0,23.3,-34.1,-27,-1.24,-2.57,5.3,0
13-56-12.502,1,0.045,-0.007,1.01,0,-0.2,0,23.2,-33.8,-27.2,-1.24,-2.57,5.3,0
13-56-12.506,1,0.049,-0.011,1.014,0,-0.2,0,23.2,-33.8,-27.2,-1.23,-2.57,5.3,0
13-56-12.511,1,0.045,-0.011,1.006,0,-0.2,0.1,23,-34.2,-27.1,-1.23,-2.57,5.3,0
13-56-12.517,1,0.052,-0.011,1.006,-0.1,0,0,23,-34.2,-27.1,-1.22,-2.58,5.3,0
13-56-12.521,1,0.049,-0.011,1.006,0,0.1,0,22.9,-33.8,-27.2,-1.22,-2.58,5.3,0
13-56-12.527,1,0.049,-0.007,1.014,0,0,0.2,22.9,-33.8,-27.2,-1.21,-2.58,5.3,0
13-56-12.532,1,0.049,-0.011,1.01,0,0,0,22.9,-33.8,-27.2,-1.21,-2.58,5.3,0
13-56-12.536,1,0.049,-0.011,1.01,-0.1,0,0,22.9,-33.8,-27.2,-1.21,-2.58,5.3,0
13-56-12.541,1,0.049,-0.011,1.014,0,0,0.1,22.6,-33.7,-27.3,-1.21,-2.58,5.3,0
13-56-12.547,1,0.052,-0.015,1.002,0,0,0,22.6,-33.7,-27.3,-1.2,-2.58,5.3,0
13-56-12.551,1,0.045,-0.011,1.006,0.1,0,0,22.6,-33.6,-27.7,-1.2,-2.58,5.3,0
13-56-12.557,1,0.049,-0.011,1.01,0,0,0,22.6,-33.6,-27.7,-1.19,-2.58,5.3,0
13-56-12.561,1,0.049,-0.011,1.014,0,-0.2,0,22.9,-33.6,-27.5,-1.19,-2.59,5.3,0
13-56-12.566,1,0.052,-0.007,1.006,0,0,0,22.9,-33.6,-27.5,-1.18,-2.59,5.3,0
13-56-12.572,1,0.052,-0.011,1.002,0,0.1,0,22.7,-33.5,-27.6,-1.18,-2.59,5.3,0
13-56-12.577,1,0.049,-0.007,1.01,0,0,0,22.7,-33.5,-27.6,-1.18,-2.59,5.3,0
13-56-12.581,1,0.041,-0.007,1.013,-0.1,0,0,22.7,-33.5,-27.6,-1.18,-2.59,5.3,0
13-56-12.587,1,0.045,-0.007,1.013,-0.1,0,0,22.7,-33.5,-27.6,-1.17,-2.59,5.3,0
13-56-12.591,1,0.045,-0.011,1.01,0,0.1,0,23,-33.8,-27.5,-1.17,-2.59,5.3,0
13-56-12.597,1,0.049,-0.007,1.014,0,0.3,0,23,-33.8,-27.5,-1.16,-2.59,5.3,0
13-56-12.602,1,0.041,-0.019,1.013,0,0,0,23.2,-33.9,-27.2,-1.16,-2.59,5.3,0
13-56-12.607,1,0.041,-0.011,1.006,0.1,-0.2,0.1,23.2,-33.9,-27.2,-1.15,-2.59,5.3,0
13-56-12.611,1,0.049,-0.007,1.01,0,0,0.1,23.1,-33.9,-27.4,-1.15,-2.59,5.3,0
13-56-12.616,1,0.041,-0.007,1.013,0,0,0.2,23.1,-33.9,-27.4,-1.15,-2.59,5.3,0
13-56-12.622,1,0.045,-0.007,1.01,0,0,0.1,23,-33.9,-27.6,-1.15,-2.59,5.3,0
13-56-12.628,1,0.045,-0.011,1.002,0,0,0.1,23,-33.9,-27.6,-1.14,-2.59,5.3,0
13-56-12.632,1,0.045,-0.011,1.01,0.1,-0.3,0,23,-33.9,-27.6,-1.14,-2.59,5.3,0
13-56-12.637,1,0.045,-0.011,1.013,0,-0.3,0,23,-33.9,-27.6,-1.13,-2.59,5.3,0
13-56-12.642,1,0.049,-0.011,1.01,0,0,0,23.1,-33.8,-27.5,-1.13,-2.59,5.3,0
13-56-12.646,1,0.049,-0.011,1.006,0,0,0.1,23.1,-33.8,-27.5,-1.13,-2.59,5.3,0
13-56-12.652,1,0.049,-0.011,1.01,0,-0.2,0.1,23,-33.8,-27.1,-1.13,-2.59,5.3,0
13-56-12.658,1,0.045,-0.007,1.006,0.1,-0.3,0,23,-33.8,-27.1,-1.12,-2.6,5.3,0
13-56-12.665,1,0.049,-0.011,1.01,0,-0.1,0,23.3,-33.8,-27,-1.12,-2.6,5.3,0
13-56-12.667,1,0.056,-0.011,1.014,0,-0.1,0,23.3,-33.8,-27,-1.11,-2.6,5.3,0
13-56-12.672,1,0.053,-0.007,1.01,0,-0.2,0.1,22.9,-33.5,-27.3,-1.11,-2.6,5.3,0
13-56-12.677,1,0.049,-0.007,1.006,0,0,0,22.9,-33.5,-27.3,-1.11,-2.6,5.3,0
13-56-12.683,1,0.049,-0.011,1.006,0,0,0,22.9,-33.5,-27.3,-1.11,-2.6,5.3,0
13-56-12.686,1,0.049,-0.015,1.014,0,0,0,22.9,-33.5,-27.3,-1.1,-2.61,5.3,0
13-56-12.693,1,0.049,-0.011,1.01,-0.1,-0.2,0,23,-33.7,-27.2,-1.1,-2.61,5.3,0
13-56-12.697,1,0.049,-0.011,1.01,-0.1,-0.1,0.1,23,-33.7,-27.2,-1.1,-2.61,5.3,0
13-56-12.702,1,0.049,-0.011,1.01,-0.1,0,0,22.9,-34.1,-27.7,-1.1,-2.61,5.3,0
13-56-12.707,1,0.052,-0.011,1.002,0,0,0,22.9,-34.1,-27.7,-1.09,-2.62,5.3,0
13-56-12.712,1,0.045,-0.007,1.013,0,0,0,23.3,-33.8,-27.5,-1.09,-2.62,5.3,0
13-56-12.717,1,0.045,-0.011,1.013,0,0,-0.2,23.3,-33.8,-27.5,-1.09,-2.62,5.3,0
13-56-12.723,1,0.049,-0.011,1.014,0,0,-0.1,23,-33.8,-27.3,-1.09,-2.62,5.3,0
13-56-12.727,1,0.045,-0.007,1.01,0,0,0,23,-33.8,-27.3,-1.08,-2.62,5.3,0
13-56-12.732,1,0.045,-0.015,1.013,0,0.1,0,23,-33.8,-27.3,-1.08,-2.62,5.3,0
13-56-12.738,1,0.045,-0.015,1.01,0,0,0,23,-33.8,-27.3,-1.07,-2.62,5.3,0
13-56-12.742,1,0.045,-0.015,1.01,0,-0.2,0,23.4,-33.7,-27.5,-1.07,-2.62,5.3,0
13-56-12.747,1,0.041,-0.007,1.017,-0.1,0,0,23.4,-33.7,-27.5,-1.07,-2.62,5.3,0
13-56-12.751,1,0.041,-0.007,1.006,-0.1,0.1,0,23.2,-33.4,-27.4,-1.07,-2.62,5.3,0
13-56-12.757,1,0.041,-0.011,1.009,-0.1,0.2,0,23.2,-33.4,-27.4,-1.06,-2.61,5.3,0
13-56-12.762,1,0.045,-0.007,1.002,-0.1,0,0,22.9,-34,-27.5,-1.06,-2.61,5.3,0
13-56-12.766,1,0.045,-0.011,1.013,-0.1,0,0,22.9,-34,-27.5,-1.06,-2.61,5.3,0
13-56-12.771,1,0.049,-0.007,1.01,0,-0.2,0,23.1,-33.6,-27.2,-1.06,-2.61,5.3,0
13-56-12.777,1,0.045,-0.011,1.01,0,0,0,23.1,-33.6,-27.2,-1.05,-2.61,5.3,0
13-56-12.781,1,0.045,-0.007,1.01,-0.1,-0.1,0,23.1,-33.6,-27.2,-1.05,-2.61,5.3,0
13-56-12.786,1,0.056,-0.007,1.006,0,-0.1,0,23.1,-33.6,-27.2,-1.05,-2.61,5.3,0
13-56-12.792,1,0.049,-0.011,1.01,0.1,0,0.1,23,-33.7,-27,-1.05,-2.61,5.3,0
13-56-12.796,1,0.049,-0.011,1.014,0.2,0,0,23,-33.7,-27,-1.04,-2.61,5.3,0
13-56-12.801,1,0.049,-0.011,1.014,0,0,0,23,-33.8,-27,-1.04,-2.61,5.3,0
13-56-12.807,1,0.049,-0.015,1.01,0,0,0,23,-33.8,-27,-1.03,-2.61,5.3,0
13-56-12.813,1,0.049,-0.007,1.006,0,-0.2,0.1,23.1,-33.6,-27.1,-1.03,-2.62,5.3,0
13-56-12.817,1,0.053,-0.011,1.01,0,-0.1,0.1,23.1,-33.6,-27.1,-1.03,-2.62,5.3,0
13-56-12.821,1,0.049,-0.011,1.014,0,0,0,22.9,-33.7,-27.5,-1.03,-2.62,5.3,0
13-56-12.827,1,0.049,-0.015,1.01,-0.1,0,-0.2,22.9,-33.7,-27.5,-1.02,-2.62,5.3,0
13-56-12.832,1,0.049,-0.011,1.006,-0.1,0,-0.1,22.9,-33.7,-27.5,-1.02,-2.62,5.3,0
13-56-12.838,1,0.048,-0.007,0.998,0,-0.1,0,22.9,-33.7,-27.5,-1.02,-2.63,5.3,0
13-56-12.842,1,0.052,-0.011,1.006,-0.1,0,0,23.1,-34.1,-27.2,-1.02,-2.63,5.3,0
13-56-12.846,1,0.045,-0.007,1.006,0,0,0,23.1,-34.1,-27.2,-1.02,-2.63,5.3,0
13-56-12.852,1,0.049,-0.007,1.017,0,0.2,0,23.3,-33.8,-27.6,-1.02,-2.63,5.3,0
13-56-12.858,1,0.045,-0.011,1.002,0,0.2,0,23.3,-33.8,-27.6,-1.01,-2.63,5.3,0
13-56-12.861,1,0.049,-0.007,1.01,-0.1,0,0.1,23.3,-33.8,-27.1,-1.01,-2.63,5.3,0
13-56-12.867,1,0.045,-0.011,1.01,0,0,0,23.3,-33.8,-27.1,-1.01,-2.63,5.3,0
13-56-12.871,1,0.045,-0.011,1.013,0,0,0,23.2,-33.8,-27.1,-1.01,-2.63,5.3,0
13-56-12.876,1,0.041,-0.011,1.013,0,-0.1,0.1,23.2,-33.8,-27.1,-1,-2.63,5.3,0
13-56-12.882,1,0.041,-0.015,1.009,0,0,0.1,23.2,-33.8,-27.1,-1,-2.63,5.3,0
13-56-12.887,1,0.041,-0.007,1.01,0,0,-0.1,23.2,-33.8,-27.1,-0.99,-2.63,5.3,0
13-56-12.891,1,0.049,-0.007,1.006,0.1,-0.2,-0.3,23,-33.7,-27.5,-0.99,-2.63,5.3,0
13-56-12.897,1,0.041,-0.011,1.009,0,-0.2,-0.1,23,-33.7,-27.5,-0.99,-2.63,5.3,0
13-56-12.902,1,0.041,-0.007,1.01,0,0,0,23.1,-33.8,-27.8,-0.99,-2.63,5.3,0
13-56-12.908,1,0.045,-0.007,1.006,0,0,0,23.1,-33.8,-27.8,-0.98,-2.63,5.3,0
13-56-12.912,1,0.049,-0.011,1.014,0,0,-0.1,22.9,-33.6,-27.2,-0.98,-2.63,5.3,0
13-56-12.917,1,0.052,-0.011,1.002,0,0.2,0,22.9,-33.6,-27.2,-0.98,-2.63,5.3,0
13-56-12.922,1,0.049,-0.011,1.006,-0.1,0,0,23,-33.7,-27.5,-0.98,-2.63,5.3,0
13-56-12.927,1,0.045,-0.015,1.01,0,0,-0.1,23,-33.7,-27.5,-0.97,-2.63,5.3,0
13-56-12.932,1,0.049,-0.015,1.014,0,0,0,23,-33.7,-27.5,-0.97,-2.63,5.3,0
13-56-12.938,1,0.049,-0.011,1.01,0,0,0,23,-33.7,-27.5,-0.97,-2.63,5.3,0
13-56-12.942,1,0.052,-0.011,1.006,0.1,0,0,23.2,-33.7,-27.1,-0.97,-2.63,5.3,0
13-56-12.947,1,0.053,-0.011,1.01,0,0,0,23.2,-33.7,-27.1,-0.97,-2.63,5.3,0
13-56-12.952,1,0.049,-0.007,1.01,0,0,0,23,-33.5,-27.4,-0.97,-2.63,5.3,0
13-56-12.957,1,0.053,-0.015,1.017,0,0,0,23,-33.5,-27.4,-0.96,-2.63,5.3,0
13-56-12.962,1,0.049,-0.011,1.01,0,0,0,22.7,-33.4,-27.7,-0.96,-2.63,5.3,0
13-56-12.967,1,0.049,-0.011,1.01,0,-0.1,0,22.7,-33.4,-27.7,-0.96,-2.64,5.3,0
13-56-12.972,1,0.048,-0.015,1.002,0,0,0,22.9,-33.7,-27.5,-0.96,-2.64,5.3,0
13-56-12.977,1,0.045,-0.011,1.013,0,0,0.1,22.9,-33.7,-27.5,-0.95,-2.64,5.3,0
13-56-12.982,1,0.045,-0.011,1.01,0.1,0,0,22.9,-33.7,-27.5,-0.95,-2.64,5.3,0
13-56-12.987,1,0.045,-0.007,1.006,0,0.1,-0.1,22.9,-33.7,-27.5,-0.95,-2.64,5.3,0
13-56-12.992,1,0.049,-0.011,1.01,-0.1,0.2,0.1,23.1,-34.3,-27.3,-0.95,-2.64,5.3,0
13-56-12.998,1,0.053,-0.007,1.01,0,0.1,0,23.1,-34.3,-27.3,-0.94,-2.64,5.3,0
13-56-13.002,1,0.049,-0.011,1.006,0,0,0,23.4,-34,-27.1,-0.94,-2.64,5.3,0
13-56-13.007,1,0.045,-0.007,1.01,0.1,-0.1,0,23.4,-34,-27.1,-0.94,-2.64,5.3,0
13-56-13.012,1,0.045,-0.011,1.013,0.1,0,-0.1,23.1,-33.8,-27.3,-0.94,-2.64,5.3,0
13-56-13.017,1,0.045,-0.007,1.013,0,0,0,23.1,-33.8,-27.3,-0.93,-2.64,5.3,0
13-56-13.023,1,0.048,-0.015,1.002,0,0,0,22.8,-33.5,-27.7,-0.93,-2.64,5.3,0
13-56-13.027,1,0.045,-0.011,1.006,0,-0.2,0,22.8,-33.5,-27.7,-0.93,-2.64,5.3,0
13-56-13.033,1,0.045,-0.011,1.006,0,0.1,0.1,22.8,-33.5,-27.7,-0.93,-2.64,5.3,0
13-56-13.037,1,0.049,-0.011,1.014,0,0,0,22.8,-33.5,-27.7,-0.93,-2.64,5.3,0
13-56-13.042,1,0.049,-0.011,1.01,0,0,0,23,-33.7,-27.1,-0.93,-2.64,5.3,0
13-56-13.046,1,0.049,-0.011,1.006,-0.1,0,0,23,-33.7,-27.1,-0.92,-2.64,5.3,0
13-56-13.052,1,0.049,-0.003,1.002,-0.1,0,0,23,-33.6,-27,-0.92,-2.64,5.3,0
13-56-13.056,1,0.048,-0.011,1.002,0,0,0,23,-33.6,-27,-0.92,-2.64,5.3,0
13-56-13.061,1,0.049,-0.011,1.014,0,0,0,23,-33.6,-27.1,-0.92,-2.64,5.3,0
13-56-13.066,1,0.045,-0.011,1.01,0,0,-0.1,23,-33.6,-27.1,-0.91,-2.64,5.3,0
13-56-13.071,1,0.048,-0.007,1.002,0,0,0.1,23.2,-33.3,-26.7,-0.92,-2.64,5.3,0
13-56-13.076,1,0.049,-0.007,1.006,0,0,0.1,23.2,-33.3,-26.7,-0.91,-2.64,5.3,0
13-56-13.082,1,0.049,-0.007,1.01,0,0,0,23.2,-33.3,-26.7,-0.91,-2.64,5.3,0
13-56-13.087,1,0.045,-0.011,1.013,0,0.2,0.1,23.2,-33.3,-26.7,-0.91,-2.64,5.3,0
13-56-13.092,1,0.045,-0.011,1.006,0,0,0,22.8,-33.3,-27.5,-0.91,-2.64,5.3,0
13-56-13.096,1,0.041,-0.011,1.002,0,0,-0.1,22.8,-33.3,-27.5,-0.9,-2.64,5.3,0
13-56-13.102,1,0.037,-0.011,1.013,0,0,-0.2,23.1,-33.8,-27,-0.9,-2.64,5.3,0
13-56-13.106,1,0.037,-0.015,1.006,0,0,0,23.1,-33.8,-27,-0.9,-2.64,5.3,0
13-56-13.112,1,0.037,-0.011,1.013,0,0,-0.1,23.2,-33.8,-26.9,-0.9,-2.64,5.3,0
13-56-13.116,1,0.037,-0.011,1.009,0,0,0,23.2,-33.8,-26.9,-0.9,-2.63,5.3,0
13-56-13.122,1,0.037,-0.011,1.006,0,0,0,23.2,-33.9,-27.3,-0.9,-2.63,5.3,0
13-56-13.126,1,0.037,-0.015,1.013,0,0,0,23.2,-33.9,-27.3,-0.89,-2.62,5.3,0
13-56-13.132,1,0.041,-0.011,1.009,0,0,0,23.2,-33.9,-27.3,-0.89,-2.62,5.3,0
13-56-13.136,1,0.045,-0.011,1.01,0,0,0,23.2,-33.9,-27.3,-0.89,-2.62,5.3,0
13-56-13.142,1,0.041,-0.011,1.006,-0.1,0,0.1,23.7,-34,-26.7,-0.89,-2.62,5.3,0
13-56-13.146,1,0.052,-0.015,1.006,-0.1,0,0,23.7,-34,-26.7,-0.89,-2.62,5.3,0
13-56-13.151,1,0.053,-0.007,1.01,0,-0.2,0,22.9,-33.6,-27.1,-0.89,-2.62,5.3,0
13-56-13.157,1,0.048,-0.015,1.006,0,-0.2,0,22.9,-33.6,-27.1,-0.89,-2.62,5.3,0
13-56-13.161,1,0.056,-0.015,1.01,0.1,-0.1,0.1,23.3,-33.9,-26.7,-0.89,-2.62,5.3,0
13-56-13.167,1,0.056,-0.011,1.01,0.1,-0.1,0.1,23.3,-33.9,-26.7,-0.88,-2.63,5.3,0
13-56-13.173,1,0.06,-0.007,1.006,0,0,0,23.3,-33.6,-26.8,-0.88,-2.63,5.3,0
13-56-13.177,1,0.053,-0.007,1.014,0,0,0,23.3,-33.6,-26.8,-0.88,-2.63,5.3,0
13-56-13.183,1,0.06,-0.007,1.014,0,0,0,23.3,-33.6,-26.8,-0.88,-2.63,5.3,0
13-56-13.187,1,0.056,-0.007,1.006,0,0,0,23.3,-33.6,-26.8,-0.88,-2.64,5.3,0
13-56-13.191,1,0.056,-0.007,1.002,-0.1,-0.1,0,23.2,-33.7,-26.6,-0.88,-2.64,5.3,0
13-56-13.197,1,0.053,-0.007,1.01,-0.1,0,-0.1,23.2,-33.7,-26.6,-0.87,-2.65,5.3,0
13-56-13.201,1,0.053,-0.007,1.01,0,0.2,0.1,23.2,-33.7,-27,-0.87,-2.65,5.3,0
13-56-13.207,1,0.045,-0.003,1.01,0,0,0,23.2,-33.7,-27,-0.87,-2.66,5.3,0
13-56-13.212,1,0.049,-0.011,1.006,0.1,0,-0.1,23.2,-33.7,-27,-0.87,-2.66,5.3,0
13-56-13.216,1,0.045,-0.007,1.002,0,0.1,-0.1,23.2,-33.7,-27,-0.86,-2.66,5.3,0
13-56-13.222,1,0.041,-0.011,1.006,0,0,-0.2,22.8,-33.7,-27,-0.86,-2.66,5.3,0
13-56-13.227,1,0.037,-0.007,1.013,0,-0.2,-0.1,22.8,-33.7,-27,-0.86,-2.66,5.3,0
13-56-13.232,1,0.037,-0.011,1.009,0,-0.2,0,22.8,-33.7,-27,-0.86,-2.66,5.3,0
13-56-13.237,1,0.037,-0.011,1.013,0,0,0.2,22.8,-33.7,-27,-0.85,-2.66,5.3,0
13-56-13.243,1,0.041,-0.011,1.002,0,0,0.1,23.3,-33.7,-27.1,-0.85,-2.66,5.3,0
13-56-13.247,1,0.037,-0.011,1.006,0,0,0,23.3,-33.7,-27.1,-0.85,-2.66,5.3,0
13-56-13.251,1,0.037,-0.015,1.009,0,0,0,23.3,-33.5,-27.3,-0.85,-2.66,5.3,0
13-56-13.257,1,0.041,-0.015,1.009,0,0.1,0,23.3,-33.5,-27.3,-0.85,-2.65,5.3,0
13-56-13.262,1,0.041,-0.015,1.006,0,0.2,0,23.3,-33.6,-27.2,-0.85,-2.65,5.3,0
13-56-13.267,1,0.041,-0.011,1.009,0,-0.1,0.1,23.3,-33.6,-27.2,-0.84,-2.64,5.3,0
13-56-13.272,1,0.049,-0.011,1.01,0,-0.2,0,23.2,-33.7,-27.2,-0.84,-2.64,5.3,0
13-56-13.277,1,0.041,-0.015,1.013,0,-0.1,0,23.2,-33.7,-27.2,-0.84,-2.64,5.3,0
13-56-13.283,1,0.045,-0.015,1.01,0,0,0,23.2,-33.7,-27.2,-0.84,-2.64,5.3,0
13-56-13.287,1,0.045,-0.011,1.01,0,0,0,23.2,-33.7,-27.2,-0.84,-2.64,5.3,0
13-56-13.293,1,0.048,-0.011,1.002,0,-0.2,0.1,23,-33.4,-27.3,-0.84,-2.64,5.3,0
13-56-13.297,1,0.049,-0.011,1.014,-0.1,-0.3,0.1,23,-33.4,-27.3,-0.84,-2.64,5.3,0
13-56-13.302,1,0.045,-0.007,1.013,0,-0.2,0,22.7,-33.9,-27.1,-0.84,-2.64,5.3,0
13-56-13.307,1,0.049,-0.011,1.01,0,0,0,22.7,-33.9,-27.1,-0.84,-2.64,5.3,0
13-56-13.312,1,0.049,-0.007,1.006,0.1,0,0,22.9,-33.5,-27.5,-0.84,-2.64,5.3,0
13-56-13.318,1,0.048,-0.007,1.002,0,-0.1,0.1,22.9,-33.5,-27.5,-0.83,-2.64,5.3,0
13-56-13.322,1,0.049,-0.007,1.01,0,-0.2,0.1,23,-33.8,-27.2,-0.83,-2.64,5.3,0
13-56-13.328,1,0.045,-0.007,1.01,0,-0.3,0,23,-33.8,-27.2,-0.83,-2.65,5.3,0
13-56-13.333,1,0.049,-0.011,1.017,0.2,-0.3,0,23,-33.8,-27.2,-0.83,-2.65,5.3,0
13-56-13.336,1,0.049,-0.003,1.01,0,-0.3,0.1,23,-33.8,-27.2,-0.82,-2.65,5.3,0
13-56-13.342,1,0.053,-0.007,1.01,0,0,0,22.9,-33.3,-27.3,-0.82,-2.65,5.3,0
13-56-13.348,1,0.056,-0.007,1.006,0,0.1,0,22.9,-33.3,-27.3,-0.82,-2.65,5.3,0
13-56-13.352,1,0.052,-0.007,1.006,0,-0.1,0,23,-33.6,-27.4,-0.82,-2.65,5.3,0
13-56-13.358,1,0.049,-0.007,1.01,0,-0.2,0,23,-33.6,-27.4,-0.81,-2.66,5.3,0
13-56-13.362,1,0.052,-0.007,1.006,0,-0.3,-0.1,23,-33.4,-27.1,-0.81,-2.66,5.3,0
13-56-13.367,1,0.053,-0.011,1.017,0,0,-0.1,23,-33.4,-27.1,-0.81,-2.66,5.3,0
13-56-13.374,1,0.049,-0.007,1.006,0,0.2,0,23.1,-33.8,-27.2,-0.81,-2.66,5.3,0
13-56-13.378,1,0.049,-0.007,1.01,0,0.1,0,23.1,-33.8,-27.2,-0.8,-2.67,5.3,0
13-56-13.381,1,0.045,-0.015,1.017,0,0,0,23.1,-33.8,-27.2,-0.8,-2.67,5.3,0
13-56-13.387,1,0.048,-0.015,1.006,0,-0.1,-0.1,23.1,-33.8,-27.2,-0.8,-2.67,5.3,0
13-56-13.392,1,0.045,-0.011,1.01,0,0,-0.2,23.1,-33.9,-27.1,-0.8,-2.67,5.3,0
13-56-13.397,1,0.045,-0.011,1.01,0,0.1,0,23.1,-33.9,-27.1,-0.8,-2.67,5.3,0
13-56-13.401,1,0.049,-0.015,1.01,0,0,0,23.1,-33.9,-27.4,-0.8,-2.67,5.3,0
13-56-13.407,1,0.049,-0.015,1.01,0,0,0,23.1,-33.9,-27.4,-0.8,-2.67,5.3,0
13-56-13.411,1,0.045,-0.015,1.006,0,0,0,23,-34,-27.2,-0.8,-2.67,5.3,0
13-56-13.417,1,0.045,-0.011,1.01,0,0.2,0.1,23,-34,-27.2,-0.8,-2.67,5.3,0
13-56-13.421,1,0.045,-0.019,1.01,0,0.4,0,22.9,-34,-27,-0.8,-2.66,5.3,0
13-56-13.426,1,0.045,-0.015,1.013,0,0.1,0,22.9,-34,-27,-0.8,-2.66,5.3,0
13-56-13.433,1,0.049,-0.011,1.01,0,0,0.1,22.9,-34,-27,-0.8,-2.66,5.3,0
13-56-13.436,1,0.045,-0.011,1.01,0,0,0,22.9,-34,-27,-0.8,-2.66,5.3,0
13-56-13.442,1,0.049,-0.011,1.01,0,0,0,22.9,-33.7,-27.2,-0.8,-2.66,5.3,0
13-56-13.447,1,0.045,-0.011,1.013,-0.2,0,0,22.9,-33.7,-27.2,-0.8,-2.66,5.3,0
13-56-13.451,1,0.049,-0.011,1.006,-0.1,0,0,23,-33.7,-27.3,-0.8,-2.66,5.3,0
13-56-13.457,1,0.045,-0.011,1.006,0,-0.1,0,23,-33.7,-27.3,-0.8,-2.66,5.3,0
13-56-13.462,1,0.045,-0.007,1.006,0,0,0,22.9,-33.7,-27.3,-0.8,-2.66,5.3,0
13-56-13.467,1,0.045,-0.011,1.01,0,0,0,22.9,-33.7,-27.3,-0.79,-2.66,5.3,0
13-56-13.472,1,0.045,-0.011,1.013,0.1,0,0,23.1,-33.6,-26.9,-0.79,-2.66,5.3,0
13-56-13.477,1,0.049,-0.007,1.01,0.1,-0.2,0,23.1,-33.6,-26.9,-0.79,-2.66,5.3,0
13-56-13.482,1,0.049,-0.007,1.01,0,-0.1,0.1,23.1,-33.6,-26.9,-0.79,-2.66,5.3,0
13-56-13.487,1,0.045,-0.011,1.013,0,0,0,23.1,-33.6,-26.9,-0.78,-2.66,5.3,0
13-56-13.492,1,0.049,-0.003,1.01,0,0.1,0.1,23,-33.7,-27.3,-0.78,-2.66,5.3,0
13-56-13.497,1,0.045,-0.007,1.006,0,0,0,23,-33.7,-27.3,-0.78,-2.66,5.3,0
13-56-13.501,1,0.049,-0.007,1.006,0,-0.1,-0.2,22.9,-33.9,-27.3,-0.78,-2.66,5.3,0
13-56-13.507,1,0.049,-0.007,1.006,0,-0.1,-0.2,22.9,-33.9,-27.3,-0.77,-2.66,5.3,0
13-56-13.512,1,0.045,-0.011,1.013,0,0,0,22.9,-33.7,-27.1,-0.77,-2.66,5.3,0
13-56-13.517,1,0.053,-0.011,1.01,0,0.1,0.1,22.9,-33.7,-27.1,-0.77,-2.66,5.3,0
13-56-13.522,1,0.049,-0.007,1.006,0,0.1,0.1,23,-33.8,-27.2,-0.77,-2.66,5.3,0
13-56-13.527,1,0.049,-0.007,1.006,0,0,0,23,-33.8,-27.2,-0.77,-2.66,5.3,0
13-56-13.533,1,0.049,-0.011,1.014,0,0.1,0.1,23,-33.8,-27.2,-0.77,-2.66,5.3,0
13-56-13.537,1,0.053,-0.011,1.01,0,0,0,23,-33.8,-27.2,-0.76,-2.67,5.3,0
13-56-13.542,1,0.052,-0.007,1.006,0,0,0.1,22.9,-33.8,-26.9,-0.76,-2.67,5.3,0
13-56-13.547,1,0.049,-0.011,1.006,0,0,0.1,22.9,-33.8,-26.9,-0.76,-2.67,5.3,0
13-56-13.552,1,0.049,-0.011,1.01,0,-0.1,-0.1,23,-34.1,-27,-0.76,-2.67,5.3,0
13-56-13.558,1,0.045,-0.019,1.006,0,-0.1,-0.2,23,-34.1,-27,-0.76,-2.67,5.3,0
13-56-13.563,1,0.045,-0.011,1.01,0.1,0,0,23,-33.7,-26.9,-0.76,-2.67,5.3,0
13-56-13.567,1,0.049,-0.011,1.01,0,0,0,23,-33.7,-26.9,-0.76,-2.67,5.3,0
13-56-13.572,1,0.045,-0.007,1.01,0,0,0,22.9,-33.9,-27,-0.76,-2.67,5.3,0
